id,class,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-size,gill-color,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,veil-color,habitat
6155,p,k,s,n,y,f,n,b,t,w,p,w,d
6156,p,x,y,e,f,f,n,b,t,w,w,w,d
6157,p,x,s,e,f,f,n,,t,w,p,w,d
6158,p,x,y,e,f,f,n,b,t,w,w,w,d
6159,p,x,s,e,s,f,n,b,t,w,w,w,d
6160,p,x,s,e,f,f,n,b,t,p,p,w,d
6161,p,x,s,e,s,f,n,b,t,w,p,w,l
6162,p,x,s,e,s,f,n,b,t,w,p,w,d
6163,p,f,y,e,s,f,n,b,t,w,w,w,d
6164,p,x,s,n,y,f,n,b,t,p,w,w,d
6165,p,f,s,n,y,f,n,b,t,p,w,w,d
6166,p,x,s,e,f,,n,b,t,w,w,w,d
6167,p,f,s,e,y,f,n,b,t,p,w,w,p
6168,p,x,s,n,y,f,n,b,t,w,p,w,l
6169,p,f,y,e,y,f,n,b,t,p,w,w,
6170,p,x,s,n,y,f,n,b,t,w,p,w,l
6171,p,k,s,n,f,f,n,b,t,p,w,w,p
6172,p,f,s,e,f,f,n,b,t,p,p,w,l
6173,p,f,s,e,f,f,n,b,t,p,p,w,l
6174,p,f,y,e,f,f,n,b,t,w,p,w,p
6175,p,k,s,n,f,f,n,b,t,p,p,w,p
6176,p,f,y,,f,f,n,b,t,w,w,w,l
6177,p,f,s,e,f,f,n,b,t,w,w,w,p
6178,p,x,y,e,s,f,n,b,t,w,w,w,d
6179,p,f,s,e,y,f,n,b,t,p,w,w,l
6180,p,f,y,e,f,f,n,b,t,p,p,w,l
6181,p,f,s,n,s,f,n,b,t,p,w,w,d
6182,p,f,s,n,f,f,n,b,t,p,w,w,d
6183,p,x,y,e,s,f,n,b,t,w,w,w,p
6184,p,x,y,e,s,f,n,b,t,p,p,w,l
6185,p,f,s,e,y,f,n,b,t,w,p,w,p
6186,p,k,y,e,f,f,n,b,t,w,w,w,d
6187,p,f,y,e,s,f,n,b,t,p,w,w,p
6188,p,k,y,n,s,f,n,b,t,w,p,w,d
6189,p,x,s,e,s,f,n,b,t,w,p,w,l
6190,p,x,y,e,s,f,n,b,t,w,p,w,p
6191,p,x,s,n,f,f,n,b,t,p,w,w,l
6192,p,f,y,n,f,f,n,b,t,p,p,w,l
6193,p,x,s,e,f,f,n,b,t,p,p,w,p
6194,e,b,s,g,n,f,b,w,e,w,w,w,g
6195,p,x,y,e,s,f,n,b,t,,p,w,p
6196,p,x,s,e,s,f,n,b,t,p,w,w,d
6197,p,f,y,e,s,f,n,b,t,p,p,w,l
6198,p,x,s,e,y,f,n,b,t,w,p,w,p
6199,p,f,y,e,y,f,n,b,t,p,w,w,d
6200,p,f,y,e,f,f,n,b,t,w,p,w,l
6201,p,x,s,n,f,f,n,b,t,w,w,w,d
6202,p,f,y,n,f,f,n,b,t,w,p,w,p
6203,e,k,s,w,n,f,b,g,e,w,w,w,g
6204,p,f,y,e,s,f,n,b,t,w,w,w,p
6205,p,x,s,e,f,f,n,b,t,w,p,w,p
6206,p,f,y,n,y,f,n,b,t,w,p,w,l
6207,p,f,y,n,s,f,n,b,t,p,w,w,l
6208,p,x,s,e,y,f,n,b,t,w,p,w,l
6209,p,f,y,e,y,f,n,b,t,w,w,w,d
6210,p,f,y,e,f,f,n,b,t,p,w,w,p
6211,p,f,s,n,y,f,n,b,t,w,w,w,p
6212,p,x,y,e,f,f,n,b,t,p,w,w,p
6213,p,f,y,e,s,f,n,b,t,p,w,w,d
6214,e,b,f,g,n,f,b,p,e,w,w,w,g
6215,p,k,y,e,s,f,n,b,t,w,w,w,l
6216,p,x,y,e,f,f,n,b,t,p,w,w,l
6217,p,k,s,e,f,f,n,b,t,w,p,w,l
6218,p,x,s,n,s,f,n,b,t,p,p,w,p
6219,e,k,s,w,n,f,b,g,e,w,w,w,g
6220,p,f,s,e,s,f,n,b,t,p,p,w,d
6221,p,x,s,n,y,f,n,b,t,p,p,w,p
6222,p,k,s,e,f,f,n,b,t,w,w,w,p
6223,p,k,y,n,s,f,n,b,t,w,w,w,l
6224,p,k,y,e,f,f,n,b,t,p,p,w,p
6225,p,x,s,e,y,f,n,b,t,w,w,w,d
6226,p,f,s,e,s,f,n,b,t,p,p,w,p
6227,p,f,y,e,f,f,n,b,t,,p,w,p
6228,p,x,y,e,s,f,n,b,t,p,p,w,d
6229,p,f,y,n,y,f,n,b,t,p,w,w,d
6230,p,x,y,e,y,f,n,b,t,p,w,w,d
6231,p,f,y,n,y,f,n,b,t,w,p,w,l
6232,p,x,y,e,y,f,n,b,t,w,p,w,l
6233,p,k,,n,y,f,n,b,t,w,p,w,l
6234,p,f,s,e,f,f,n,b,t,w,w,w,l
6235,p,x,s,n,f,f,n,b,t,p,p,w,p
6236,p,f,y,n,f,f,n,b,t,p,p,w,d
6237,p,f,s,e,s,f,n,b,t,w,p,w,d
6238,p,x,s,e,y,f,n,b,t,p,w,w,d
6239,p,f,s,n,y,f,n,b,t,w,p,w,d
6240,p,f,y,n,s,,n,b,t,p,p,w,l
6241,p,x,y,e,f,f,n,b,t,p,p,w,d
6242,p,x,s,e,f,f,n,b,t,p,p,w,d
6243,p,f,y,e,y,f,n,b,t,p,p,w,l
6244,p,f,s,e,y,f,n,b,t,p,w,w,l
6245,p,f,y,e,f,f,n,b,t,w,p,w,d
6246,p,x,s,n,s,f,n,b,t,p,w,w,l
6247,p,f,s,n,s,f,n,b,t,w,w,w,d
6248,p,x,s,n,f,f,n,b,t,p,w,w,l
6249,p,f,y,n,,f,n,b,t,w,p,w,p
6250,p,k,y,n,s,f,n,b,t,p,w,w,d
6251,p,x,s,e,s,f,n,b,t,p,w,w,p
6252,p,f,y,n,f,f,,b,t,w,w,w,d
6253,p,x,y,e,s,f,n,b,t,p,p,w,p
6254,p,f,y,e,s,f,n,b,t,p,w,w,d
6255,p,x,y,e,y,f,n,b,t,w,w,w,d
6256,p,f,y,e,y,f,n,b,t,w,w,w,l
6257,p,f,y,e,s,f,n,b,t,w,p,w,d
6258,p,f,s,e,s,f,n,b,t,w,w,w,l
6259,p,k,y,e,y,f,n,b,t,w,w,w,l
6260,p,x,s,e,f,f,n,b,t,p,p,w,p
6261,e,k,s,g,n,f,b,g,e,w,w,w,g
6262,p,x,s,n,y,f,n,b,t,p,w,w,l
6263,p,f,s,e,s,f,n,b,t,p,w,w,d
6264,p,f,s,n,y,f,n,b,t,p,p,w,d
6265,p,f,s,e,s,f,n,b,t,p,p,w,l
6266,p,f,y,n,s,f,n,b,t,p,p,w,p
6267,p,x,s,e,y,f,n,b,t,w,p,w,p
6268,p,x,s,e,s,f,n,b,t,w,w,w,p
6269,p,x,s,e,y,f,n,b,t,w,p,w,d
6270,p,x,s,e,f,f,n,b,t,p,w,w,p
6271,p,f,s,e,s,f,n,b,t,p,w,w,d
6272,p,x,s,e,s,f,n,b,t,p,p,w,p
6273,p,x,s,n,f,f,n,b,t,p,p,w,l
6274,p,f,s,n,s,f,n,b,t,p,w,w,l
6275,p,k,y,n,y,f,n,b,t,w,w,w,d
6276,p,x,y,e,s,f,n,b,t,p,w,w,p
6277,p,x,s,n,f,f,n,b,t,p,w,w,l
6278,p,x,s,e,f,f,n,b,t,p,w,w,p
6279,e,b,s,w,n,f,b,p,e,w,w,w,g
6280,p,f,s,e,s,f,n,b,t,p,w,w,p
6281,p,x,s,e,y,f,n,b,t,p,w,w,l
6282,p,x,y,e,f,f,n,b,t,w,p,w,d
6283,p,f,y,n,f,f,n,b,t,w,p,w,p
6284,p,f,s,e,y,f,n,b,t,p,p,w,l
6285,p,f,y,n,s,f,n,b,t,w,p,w,d
6286,p,f,y,e,f,f,n,b,t,w,p,w,d
6287,p,f,s,n,f,f,n,b,t,p,w,w,d
6288,p,x,y,e,f,f,n,b,,w,p,w,l
6289,p,f,s,n,s,f,n,,t,p,w,w,d
6290,p,x,s,n,y,f,n,b,t,w,w,w,l
6291,p,f,s,e,s,f,n,b,t,p,p,w,p
6292,p,x,s,n,s,f,n,b,t,w,w,w,d
6293,p,f,s,e,s,f,n,b,t,p,w,w,l
6294,p,x,y,e,y,f,n,b,t,p,w,w,p
6295,p,f,y,n,f,f,n,b,t,w,w,w,p
6296,p,x,y,e,f,f,n,b,t,p,p,w,l
6297,p,f,s,n,f,f,n,b,t,w,w,w,p
6298,p,f,s,n,y,f,n,b,t,w,p,w,p
6299,p,x,s,n,y,f,n,b,t,w,w,,p
6300,p,f,s,e,s,f,n,b,t,w,p,w,d
6301,p,k,y,n,y,f,n,b,t,p,p,w,p
6302,p,x,y,e,f,f,n,b,t,p,p,w,l
6303,p,x,y,e,s,f,n,b,t,p,w,w,d
6304,p,k,s,n,s,f,n,b,t,p,p,w,d
6305,p,x,s,e,f,f,n,b,t,p,p,w,p
6306,p,x,s,e,f,f,n,b,t,p,w,w,p
6307,p,f,y,n,f,f,n,b,t,w,w,w,
6308,p,f,s,e,y,f,n,b,t,p,w,w,d
6309,p,f,s,e,f,f,n,b,t,p,p,w,p
6310,p,f,s,n,f,f,n,b,t,w,p,w,l
6311,p,f,y,e,f,f,n,b,t,p,w,w,p
6312,p,f,y,e,f,f,n,b,t,p,w,w,l
6313,p,k,s,e,s,f,n,b,t,p,p,w,d
6314,p,x,s,n,f,f,n,b,t,w,p,w,d
6315,p,f,y,n,y,f,n,b,t,p,p,w,d
6316,p,f,s,e,f,f,n,b,t,w,w,w,p
6317,p,k,s,n,y,f,n,b,t,w,w,w,d
6318,p,f,y,n,f,f,n,b,t,p,w,w,p
6319,p,x,y,,y,f,n,b,t,p,w,w,l
6320,p,x,y,e,f,f,n,b,t,w,p,w,p
6321,p,x,s,e,y,f,n,b,t,p,p,w,p
6322,p,f,y,n,f,f,n,b,t,p,w,w,l
6323,p,f,y,n,s,f,n,b,t,p,w,w,p
6324,p,f,y,e,s,f,n,b,t,p,w,w,p
6325,p,k,y,n,y,f,n,b,t,w,w,w,l
6326,p,x,s,n,s,f,n,b,t,p,p,w,d
6327,p,x,s,e,y,f,n,b,t,p,p,w,l
6328,p,x,s,n,f,f,n,b,t,p,w,w,l
6329,p,f,y,e,f,f,n,b,t,w,p,w,p
6330,p,k,y,e,f,f,n,b,t,p,p,w,d
6331,e,x,f,g,n,f,b,w,e,w,w,w,g
6332,p,f,y,e,f,f,n,b,t,p,w,w,l
6333,p,x,s,e,f,f,n,b,t,w,p,w,l
6334,p,x,s,e,s,f,n,b,t,p,w,w,l
6335,p,x,y,e,s,f,n,b,t,p,w,w,d
6336,p,f,y,n,f,f,n,b,t,p,p,w,p
6337,p,f,y,n,y,f,n,b,t,p,p,w,l
6338,p,x,s,n,s,f,n,b,t,w,p,w,p
6339,p,x,s,e,f,f,n,b,t,w,p,w,l
6340,p,f,y,e,f,f,n,b,t,p,w,w,d
6341,p,f,s,n,f,f,n,b,t,p,p,w,l
6342,p,f,y,n,f,f,n,b,t,w,p,w,l
6343,p,f,y,n,,f,n,b,t,w,p,w,d
6344,p,x,y,e,f,f,n,b,t,w,p,w,l
6345,p,x,s,e,f,f,n,b,t,w,w,w,p
6346,p,f,s,n,f,f,n,b,t,p,p,w,l
6347,p,f,s,,s,f,n,b,t,w,p,w,d
6348,p,x,s,e,f,f,n,b,t,p,w,w,d
6349,p,f,s,n,f,f,n,b,t,w,p,w,l
6350,p,f,s,n,f,f,n,b,t,p,p,w,p
6351,p,f,y,n,f,f,n,b,t,p,p,w,p
6352,p,x,s,n,s,f,n,b,t,w,w,w,l
6353,p,,s,n,y,f,n,b,t,w,p,w,l
6354,p,f,s,n,y,f,n,b,t,p,w,w,p
6355,p,x,s,n,y,f,n,b,t,w,w,w,p
6356,p,f,y,n,f,f,n,b,t,w,p,w,p
6357,p,x,s,n,y,f,n,b,t,p,w,w,p
6358,p,x,s,n,y,f,n,b,t,p,w,w,p
6359,p,f,s,n,f,f,n,b,t,w,p,w,p
6360,p,f,y,n,f,f,n,b,t,p,p,w,d
6361,p,x,y,e,y,f,n,b,t,p,p,w,d
6362,p,f,s,e,f,f,n,b,t,w,p,w,l
6363,p,f,y,n,s,f,n,b,t,p,p,w,d
6364,p,f,s,e,y,f,n,b,t,w,p,w,l
6365,p,x,s,n,f,f,n,b,t,p,w,w,p
6366,e,k,f,w,n,f,b,p,e,w,w,w,g
6367,p,x,s,n,f,f,n,b,t,w,p,w,p
6368,p,f,s,n,f,f,n,b,t,w,p,w,d
6369,p,f,y,n,y,f,n,b,t,w,w,w,p
6370,p,f,s,n,f,f,n,b,t,w,w,w,d
6371,p,f,y,n,y,f,n,b,t,p,w,w,d
6372,p,f,y,n,f,,n,b,t,w,w,w,l
6373,p,f,s,n,f,f,n,b,t,p,p,w,d
6374,p,f,y,e,y,f,n,b,t,p,w,w,p
6375,e,b,s,n,n,a,b,o,e,o,o,o,l
6376,p,f,s,e,f,f,n,b,t,w,p,w,d
6377,p,f,s,e,s,f,n,b,t,p,p,w,p
6378,p,x,s,e,y,f,n,b,t,p,p,w,l
6379,p,f,y,n,s,f,n,b,t,w,w,w,l
6380,p,f,y,e,s,f,n,b,t,w,p,w,p
6381,p,f,s,n,f,f,n,b,t,p,p,w,l
6382,p,f,y,e,s,f,n,b,t,w,p,w,l
6383,p,f,s,n,s,f,n,b,t,w,p,w,p
6384,p,k,y,n,y,f,n,b,t,w,w,w,p
6385,p,f,y,e,f,f,n,b,t,p,p,w,l
6386,p,f,s,e,s,f,n,b,t,p,p,w,d
6387,p,x,y,e,f,f,n,b,t,w,p,w,p
6388,p,f,s,n,y,f,n,b,t,p,p,w,l
6389,p,x,s,e,s,f,n,b,t,p,w,w,p
6390,p,k,y,n,y,f,n,b,t,w,w,w,p
6391,p,x,s,n,s,f,n,b,t,w,p,w,p
6392,p,x,y,e,f,f,n,b,t,w,p,w,d
6393,p,f,y,n,y,f,n,b,t,w,w,w,d
6394,p,f,s,e,y,f,n,b,t,p,p,w,d
6395,p,f,s,n,f,f,n,b,t,w,w,w,p
6396,e,x,s,w,n,f,b,g,e,w,w,w,g
6397,p,f,y,n,y,f,n,b,t,w,p,w,d
6398,p,f,s,n,f,f,n,b,t,w,p,w,l
6399,p,x,y,e,y,f,n,b,t,p,p,w,l
6400,p,f,s,e,s,f,n,b,t,w,p,w,l
6401,p,x,s,n,s,f,n,b,t,w,p,w,p
6402,p,x,y,e,f,f,n,b,t,p,w,w,l
6403,e,k,f,g,n,,b,g,e,w,w,w,g
6404,p,f,s,e,s,f,n,b,t,w,p,w,l
6405,p,f,y,e,s,f,n,b,t,w,w,w,p
6406,e,b,f,w,n,f,b,w,e,w,w,w,g
6407,p,f,s,n,y,f,n,b,t,p,w,w,l
6408,p,x,y,e,s,f,n,b,t,w,w,w,l
6409,p,x,y,e,f,f,n,b,t,p,p,w,d
6410,p,f,s,n,s,f,n,b,t,w,w,w,p
6411,p,x,s,n,f,f,n,b,t,p,p,w,d
6412,p,f,s,e,s,f,n,b,t,w,w,w,p
6413,p,f,s,e,s,f,n,b,t,p,p,w,l
6414,p,f,s,e,s,f,n,b,t,p,w,w,l
6415,p,x,y,e,m,f,b,w,e,c,c,w,d
6416,p,f,y,n,y,f,n,b,t,p,p,w,d
6417,p,f,y,e,y,f,n,b,t,w,w,w,d
6418,p,x,s,e,s,f,n,b,t,p,w,w,p
6419,p,f,s,e,y,f,n,b,t,p,w,w,p
6420,p,f,y,e,f,f,n,b,t,w,w,w,p
6421,p,f,y,e,s,f,n,b,t,p,w,w,l
6422,p,x,s,e,f,f,n,b,t,w,w,w,l
6423,p,f,s,e,s,f,n,b,t,p,w,w,p
6424,e,x,s,n,n,a,b,n,e,o,o,n,l
6425,p,f,y,n,s,f,n,b,t,p,w,w,d
6426,p,f,y,e,s,f,n,b,t,w,p,w,l
6427,p,f,y,e,s,f,n,b,t,w,w,w,l
6428,p,x,s,n,f,f,n,b,t,p,w,w,p
6429,p,x,s,e,y,f,n,b,t,p,p,w,d
6430,p,x,y,e,f,f,n,b,t,p,p,w,d
6431,p,x,s,e,s,f,n,b,t,w,p,w,p
6432,p,x,y,e,y,f,n,b,t,p,p,w,p
6433,p,f,y,e,f,f,n,b,t,w,w,w,p
6434,e,x,s,n,n,a,b,n,e,o,o,n,l
6435,p,f,s,n,s,f,n,b,t,p,p,w,p
6436,p,x,y,e,f,f,n,b,t,w,w,w,p
6437,p,f,s,n,f,f,n,b,t,w,p,w,d
6438,p,f,y,e,y,f,n,b,t,w,w,w,p
6439,p,x,y,e,f,f,n,b,t,p,w,w,d
6440,p,x,s,n,s,f,n,b,t,p,w,w,d
6441,p,x,s,n,f,f,n,b,t,w,p,w,l
6442,p,x,,n,y,f,n,b,t,w,w,w,l
6443,p,x,y,e,s,f,n,b,t,p,w,w,d
6444,p,f,s,n,y,f,n,b,t,p,p,w,l
6445,p,f,s,n,y,f,n,b,t,w,p,w,l
6446,p,k,y,e,y,f,n,b,t,p,p,w,l
6447,p,x,s,n,y,f,n,b,t,w,p,w,d
6448,p,f,y,n,y,f,n,b,t,p,w,w,p
6449,e,k,s,w,n,f,b,g,e,w,w,,g
6450,p,f,s,e,y,f,n,b,t,w,w,w,l
6451,p,x,s,e,y,f,n,b,t,p,w,w,l
6452,p,f,y,n,f,f,n,b,t,w,p,w,d
6453,p,f,y,n,s,f,n,b,t,p,p,w,p
6454,p,f,y,e,y,f,n,b,t,p,w,w,d
6455,p,x,s,n,f,f,n,b,t,p,p,w,p
6456,p,f,y,n,s,f,n,b,t,w,p,w,l
6457,p,x,s,n,s,f,n,b,t,w,p,w,l
6458,p,k,y,n,y,f,n,b,t,p,p,w,l
6459,p,f,s,e,s,f,n,b,t,w,p,w,d
6460,p,f,y,e,s,f,n,b,t,p,p,w,l
6461,p,f,y,e,f,f,n,b,t,w,w,w,
6462,p,f,y,e,s,f,n,b,t,w,p,w,p
6463,p,f,y,n,f,f,n,b,t,w,w,w,p
6464,p,f,y,n,f,,n,b,t,w,p,w,l
6465,p,k,y,n,y,f,n,b,t,p,w,w,l
6466,p,k,y,n,y,f,n,b,t,p,w,w,p
6467,p,f,s,e,y,f,n,b,t,w,p,w,p
6468,p,x,s,e,y,f,n,b,t,w,p,w,d
6469,p,k,s,n,f,f,n,b,t,p,w,w,l
6470,p,x,s,e,f,f,n,b,t,p,p,w,p
6471,p,f,s,n,f,f,n,b,t,p,w,w,d
6472,p,x,s,e,s,,n,b,t,w,w,w,l
6473,p,f,s,n,y,f,n,b,t,p,w,w,p
6474,p,x,s,n,f,f,n,b,t,w,p,w,l
6475,p,f,y,e,y,f,n,b,t,w,p,w,d
6476,p,x,s,n,f,f,n,b,t,w,p,w,l
6477,p,x,s,e,y,f,n,b,t,w,w,w,p
6478,p,x,s,e,s,f,n,b,t,w,w,w,d
6479,p,x,s,n,s,f,n,b,t,p,p,w,p
6480,p,x,y,e,,f,n,b,t,w,w,w,d
6481,p,f,y,e,y,f,n,b,t,p,w,w,p
6482,p,f,s,e,s,f,n,b,t,p,w,w,d
6483,p,x,s,e,y,f,n,b,t,w,w,w,d
6484,p,f,y,e,y,f,n,b,t,w,w,w,l
6485,p,f,s,e,y,f,n,b,t,w,w,w,p
6486,p,f,s,e,s,f,n,b,t,p,w,w,l
6487,p,f,y,n,f,f,n,b,t,w,p,w,d
6488,p,f,s,n,s,f,n,b,t,w,w,w,p
6489,p,x,s,e,f,f,n,b,t,w,,w,p
6490,p,f,y,n,s,f,n,b,t,p,p,w,l
6491,p,f,s,n,s,f,n,b,t,p,p,w,d
6492,p,f,y,n,f,f,n,b,t,p,p,w,l
6493,p,f,s,e,s,f,n,b,t,p,w,w,l
6494,p,f,y,e,f,f,n,b,t,p,w,w,p
6495,p,f,y,n,y,f,n,b,t,w,p,w,d
6496,p,f,s,e,y,f,n,b,t,w,p,w,d
6497,p,f,s,e,f,f,n,b,t,w,p,w,d
6498,p,f,y,n,s,f,n,b,t,p,p,w,d
6499,p,f,s,e,f,f,n,b,t,w,w,w,d
6500,p,f,s,n,f,f,n,b,t,p,p,w,d
6501,p,k,y,e,s,f,n,b,t,p,p,w,d
6502,p,f,y,e,f,f,n,b,t,w,w,w,d
6503,p,f,s,e,f,f,n,b,t,w,p,w,d
6504,p,f,y,e,y,f,n,b,t,w,p,w,d
6505,p,f,y,n,s,f,n,b,t,w,p,w,l
6506,p,f,y,e,f,f,n,b,t,p,p,w,p
6507,p,f,s,n,s,f,n,b,t,p,p,w,p
6508,p,x,y,e,y,f,n,b,t,w,w,w,d
6509,e,x,f,w,n,f,b,p,e,w,w,w,g
6510,p,x,s,e,s,f,n,b,t,w,w,w,d
6511,p,x,s,e,f,f,n,b,t,p,w,w,l
6512,p,f,y,n,y,f,n,b,t,p,w,w,l
6513,p,x,s,e,y,f,n,b,t,p,p,w,d
6514,p,x,s,n,y,f,n,b,t,w,w,w,d
6515,p,x,s,n,f,f,n,b,t,w,w,w,p
6516,p,x,s,n,y,f,n,b,t,w,w,w,
6517,e,x,f,g,n,f,b,p,e,w,w,w,g
6518,p,f,y,e,f,f,n,b,t,w,p,w,l
6519,p,f,y,e,f,,n,b,t,w,p,w,l
6520,p,x,y,e,y,f,n,b,t,w,w,w,p
6521,p,x,s,n,y,f,n,b,t,p,w,w,p
6522,p,k,s,e,y,f,n,b,t,p,p,w,p
6523,p,k,y,e,f,f,n,b,t,w,w,w,d
6524,p,f,y,,s,f,n,b,t,p,p,w,d
6525,p,x,s,n,f,f,n,b,t,w,w,w,l
6526,p,f,s,n,s,f,n,b,t,w,w,w,l
6527,p,x,s,e,s,f,n,b,t,w,w,w,p
6528,p,f,y,n,y,f,n,b,t,w,w,w,d
6529,p,x,s,n,s,f,n,b,t,w,w,w,p
6530,e,k,f,w,n,f,b,p,e,w,w,w,g
6531,p,k,y,n,f,f,n,b,t,p,w,w,d
6532,p,f,s,e,f,f,n,b,t,p,w,w,d
6533,p,x,y,e,f,f,n,b,t,p,p,w,d
6534,p,x,s,n,s,f,n,b,t,p,p,w,l
6535,p,x,s,n,y,f,n,,t,w,p,w,d
6536,p,f,y,e,y,f,n,b,t,w,p,w,l
6537,p,f,y,n,s,f,n,b,t,w,p,w,l
6538,p,x,y,e,y,f,n,b,t,w,w,w,l
6539,p,f,s,e,y,f,n,b,t,p,p,w,p
6540,p,x,s,e,s,f,n,b,t,p,w,w,d
6541,p,x,s,n,s,f,n,b,t,p,w,w,p
6542,p,f,y,n,f,f,n,b,t,w,p,w,l
6543,p,f,y,e,s,f,n,b,t,w,p,w,l
6544,p,f,y,n,s,f,n,b,t,w,w,w,l
6545,p,f,y,n,f,f,n,b,t,w,w,,d
6546,p,f,s,n,y,f,n,b,t,p,p,w,p
6547,p,f,y,e,f,f,n,b,t,p,w,w,p
6548,p,f,y,e,s,f,n,b,t,w,p,w,l
6549,p,x,y,e,s,f,n,b,t,w,p,w,p
6550,p,k,s,e,f,f,n,b,t,p,p,w,p
6551,p,f,y,e,s,f,n,b,t,p,w,w,p
6552,p,f,y,n,y,f,n,b,t,w,p,w,p
6553,p,f,s,n,s,f,n,b,t,p,p,w,d
6554,p,f,s,e,y,f,n,b,t,w,w,w,p
6555,p,k,s,e,f,f,n,b,t,w,p,w,p
6556,p,f,y,e,s,f,n,b,t,w,w,w,p
6557,p,f,s,n,s,f,n,b,t,p,w,w,p
6558,e,x,s,n,n,a,b,n,e,o,o,o,l
6559,p,x,s,n,y,f,n,b,t,p,w,w,l
6560,p,k,s,n,y,f,n,b,t,p,w,w,l
6561,p,f,s,n,f,f,n,b,t,w,p,w,d
6562,p,f,s,n,y,f,n,b,t,w,w,w,d
6563,p,x,s,n,y,f,n,b,t,w,p,w,p
6564,p,f,s,n,y,f,n,b,t,w,w,w,d
6565,p,f,y,e,f,f,n,b,t,p,p,w,p
6566,p,f,y,e,y,f,n,b,t,p,p,w,d
6567,p,f,s,n,f,f,n,b,t,p,w,w,l
6568,p,,s,e,,,n,b,t,w,p,w,l
6569,p,x,s,n,s,f,n,b,t,w,w,w,p
6570,p,x,s,e,y,f,n,b,t,p,p,w,p
6571,p,x,s,e,s,f,n,b,t,p,p,w,d
6572,p,f,y,e,f,f,n,b,t,p,w,w,l
6573,p,x,s,e,y,f,n,b,t,p,w,w,p
6574,p,k,s,e,y,f,n,b,t,p,w,w,l
6575,p,x,y,e,f,f,n,b,t,w,p,w,p
6576,p,f,s,n,f,f,n,b,t,w,p,w,p
6577,p,f,s,n,y,f,n,b,t,p,p,w,l
6578,p,x,s,n,f,f,n,b,t,w,p,w,d
6579,p,k,y,e,y,f,n,b,t,w,w,w,p
6580,p,x,s,e,y,f,n,b,t,p,w,w,l
6581,p,f,y,n,s,f,n,b,t,p,w,w,d
6582,p,f,y,e,s,f,n,b,t,w,w,w,d
6583,p,f,y,n,s,f,n,b,t,p,p,w,p
6584,p,f,s,n,s,f,n,b,t,p,p,w,l
6585,p,,s,e,y,f,n,b,t,w,p,w,p
6586,p,k,y,n,y,f,n,b,t,w,p,w,p
6587,p,f,y,e,y,f,n,b,t,w,w,w,l
6588,p,f,s,e,s,f,n,b,t,p,w,w,p
6589,p,f,s,n,f,f,n,b,t,w,w,w,d
6590,p,x,s,n,y,f,n,b,t,w,p,w,l
6591,p,f,y,n,s,,n,b,t,p,w,w,d
6592,p,f,y,e,s,f,n,b,t,w,w,w,d
6593,p,x,y,e,s,f,n,b,t,p,p,w,d
6594,p,f,s,e,s,f,n,b,t,w,w,w,p
6595,p,x,s,n,s,f,n,b,t,w,p,w,l
6596,p,f,s,n,y,f,n,b,t,p,p,w,p
6597,p,f,s,n,s,f,n,b,t,w,w,w,l
6598,p,f,s,e,y,f,n,b,t,p,p,w,p
6599,e,x,s,g,n,f,b,p,e,w,w,w,g
6600,p,k,y,n,y,f,n,b,t,p,w,w,p
6601,p,x,y,e,s,f,n,b,t,w,w,w,p
6602,p,x,s,n,s,f,n,b,t,w,w,w,p
6603,p,x,s,n,s,f,n,b,t,,p,w,d
6604,p,f,y,e,s,f,n,b,t,p,w,w,l
6605,p,k,y,n,f,f,n,b,t,p,p,w,l
6606,p,x,s,e,f,f,n,b,t,p,w,w,d
6607,p,x,s,n,s,f,n,b,t,w,w,w,d
6608,p,k,y,n,y,f,n,b,t,p,p,w,d
6609,p,x,y,e,f,f,n,b,t,p,w,w,l
6610,p,k,s,n,f,f,n,b,t,p,w,w,p
6611,p,x,s,n,f,f,n,b,t,w,w,w,
6612,p,x,y,e,f,f,n,b,t,p,w,w,d
6613,p,f,s,e,y,f,n,b,t,w,w,w,d
6614,p,f,s,n,s,f,n,b,t,w,p,w,l
6615,p,f,s,n,f,f,n,b,t,p,p,w,p
6616,p,f,s,e,y,f,n,b,t,p,w,w,p
6617,p,x,y,e,s,f,n,b,t,w,p,w,l
6618,p,x,s,e,f,f,n,b,t,p,p,w,l
6619,p,f,s,n,s,f,n,b,t,p,w,w,p
6620,p,f,y,e,s,f,n,b,t,w,w,w,d
6621,p,x,s,n,f,f,n,b,t,p,w,w,d
6622,p,x,s,e,s,f,n,b,t,w,p,w,d
6623,p,x,s,e,y,f,n,b,t,w,w,w,l
6624,p,f,s,e,f,f,n,b,t,p,p,w,p
6625,p,x,y,e,s,f,n,b,t,w,w,w,p
6626,p,x,s,n,y,f,n,b,t,p,w,w,d
6627,p,x,s,e,s,f,n,b,t,w,p,w,l
6628,p,x,s,e,y,f,n,b,t,w,p,w,l
6629,p,x,s,n,y,f,n,b,t,w,p,w,d
6630,p,x,s,n,s,f,n,b,t,p,w,w,l
6631,p,f,s,e,y,f,n,b,t,p,p,w,d
6632,p,f,y,e,f,f,n,b,t,w,w,w,d
6633,p,x,s,n,s,f,n,b,t,w,w,w,d
6634,p,x,s,e,f,f,n,b,t,p,p,w,l
6635,p,f,s,n,s,f,n,b,t,w,p,w,l
